"Act","src_a1","src_a2","src_a3","src_a4","src_m1","src_m2","src_m3","src_m4","dst_a1","dst_a2","dst_a3","dst_a4","dst_m1","dst_m2","dst_m3","dst_m4","port","protocol"
"0","11000000","10101000","01110101","01111110","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010111","00010001"
"0","11000000","10101000","01111010","01010100","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010111","00000110"
"0","11000000","10101000","10111100","11100010","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010101","00010001"
"1","11000000","10101000","00000001","01101000","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010101","00000110"
"0","11000000","10101000","11011111","01100110","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010111","00010001"
"1","11000000","10101000","00000001","00011111","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010101","00000110"
"0","11000000","10101000","01000000","11000111","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000001010000","00010001"
"0","11000000","10101000","00010101","10100111","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010101","00010001"
"1","11000000","10101000","00000001","11001100","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010101","00000110"
"0","11000000","10101000","11000100","10010100","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010101","00000110"
"1","11000000","10101000","00000001","01111011","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010101","00000110"
"1","11000000","10101000","00000001","10111000","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010101","00000110"
"0","11000000","10101000","00100010","10011101","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010101","00010001"
"1","11000000","10101000","00000001","00011010","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010101","00000110"
"1","11000000","10101000","00000001","10110000","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010101","00000110"
"1","11000000","10101000","00000001","01101111","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010101","00000110"
"0","11000000","10101000","00000011","01110111","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010101","00010001"
"0","11000000","10101000","11110001","01100110","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010111","00010001"
"1","11000000","10101000","00000001","00111111","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010101","00000110"
"0","11000000","10101000","11100010","00001101","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010111","00000110"
"1","11000000","10101000","00000001","01011100","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010101","00000110"
"0","11000000","10101000","10100101","11101010","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010111","00000110"
"0","11000000","10101000","01100111","00110011","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010101","00000110"
"1","11000000","10101000","00000001","11010011","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010101","00000110"
"1","11000000","10101000","00000001","01010111","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010101","00000110"
"0","11000000","10101000","10111100","00101001","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010111","00010001"
"1","11000000","10101000","00000001","10111001","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010101","00000110"
"0","11000000","10101000","10010110","10100011","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010111","00010001"
"1","11000000","10101000","00000001","00110111","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010101","00000110"
"0","11000000","10101000","00010101","11101001","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010111","00000110"
"0","11000000","10101000","01100001","11001010","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000001010000","00000110"
"1","11000000","10101000","00000001","10100110","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010101","00000110"
"0","11000000","10101000","01110001","00100110","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010111","00010001"
"1","11000000","10101000","00000001","01001100","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010101","00000110"
"0","11000000","10101000","11111100","10000100","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010101","00000110"
"1","11000000","10101000","00000001","00110111","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010101","00000110"
"0","11000000","10101000","11010001","11101110","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000001010000","00010001"
"1","11000000","10101000","00000001","00110001","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010101","00000110"
"1","11000000","10101000","00000001","10100001","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010101","00000110"
"0","11000000","10101000","10111010","10010110","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010101","00010001"
"0","11000000","10101000","10101011","11000001","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010101","00000110"
"1","11000000","10101000","00000001","10101000","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010101","00000110"
"0","11000000","10101000","00000001","10101101","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010111","00000110"
"0","11000000","10101000","10000000","10011010","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000001010000","00000110"
"1","11000000","10101000","00000001","11000011","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010101","00000110"
"0","11000000","10101000","01010100","11111011","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010111","00010001"
"0","11000000","10101000","10111000","10010101","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010111","00000110"
"1","11000000","10101000","00000001","10010111","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010101","00000110"
"1","11000000","10101000","00000001","10011111","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010101","00000110"
"1","11000000","10101000","00000001","01000111","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010101","00000110"
"1","11000000","10101000","00000001","00000011","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010101","00000110"
"1","11000000","10101000","00000001","00001010","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010101","00000110"
"1","11000000","10101000","00000001","10011000","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010101","00000110"
"1","11000000","10101000","00000001","01000100","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010101","00000110"
"0","11000000","10101000","10111111","11000110","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010101","00000110"
"1","11000000","10101000","00000001","10001010","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010101","00000110"
"1","11000000","10101000","00000001","10011010","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010101","00000110"
"1","11000000","10101000","00000001","10100101","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010101","00000110"
"0","11000000","10101000","11000100","10011110","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010111","00010001"
"0","11000000","10101000","10101111","11011100","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010101","00010001"
"1","11000000","10101000","00000001","00010011","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010101","00000110"
"0","11000000","10101000","10111011","11111111","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010111","00010001"
"1","11000000","10101000","00000001","01000100","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010101","00000110"
"1","11000000","10101000","00000001","01100110","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010101","00000110"
"1","11000000","10101000","00000001","11110111","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010101","00000110"
"0","11000000","10101000","01000101","01101001","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010101","00010001"
"0","11000000","10101000","11011101","00000010","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010101","00000110"
"0","11000000","10101000","10010111","01111010","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010111","00000110"
"0","11000000","10101000","00101011","10001001","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000001010000","00010001"
"0","11000000","10101000","00101011","10000001","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010101","00000110"
"0","11000000","10101000","01000000","10001101","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000001010000","00000110"
"0","11000000","10101000","01000111","10100110","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010111","00010001"
"1","11000000","10101000","00000001","10011000","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010101","00000110"
"1","11000000","10101000","00000001","10011110","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010101","00000110"
"0","11000000","10101000","10000110","11000000","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010111","00010001"
"1","11000000","10101000","00000001","01001100","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010101","00000110"
"0","11000000","10101000","11011011","11001000","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000001010000","00010001"
"0","11000000","10101000","11111100","01001010","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010101","00000110"
"0","11000000","10101000","11111000","00011111","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000001010000","00000110"
"0","11000000","10101000","00011100","00001110","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010111","00010001"
"0","11000000","10101000","11011111","10100001","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010101","00000110"
"1","11000000","10101000","00000001","00100011","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010101","00000110"
"1","11000000","10101000","00000001","01010110","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010101","00000110"
"0","11000000","10101000","11010111","00011100","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000001010000","00000110"
"0","11000000","10101000","00111010","00011110","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010101","00000110"
"0","11000000","10101000","10001111","00101111","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010101","00010001"
"1","11000000","10101000","00000001","00001010","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010101","00000110"
"1","11000000","10101000","00000001","10101000","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010101","00000110"
"0","11000000","10101000","00000110","10101000","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000001010000","00010001"
"0","11000000","10101000","11111001","01000100","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010111","00000110"
"1","11000000","10101000","00000001","00100111","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010101","00000110"
"1","11000000","10101000","00000001","01100101","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010101","00000110"
"1","11000000","10101000","00000001","01010000","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010101","00000110"
"1","11000000","10101000","00000001","01111010","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010101","00000110"
"1","11000000","10101000","00000001","10110110","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010101","00000110"
"0","11000000","10101000","01000000","01110000","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010101","00010001"
"0","11000000","10101000","01011111","01010101","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000001010000","00010001"
"0","11000000","10101000","00010000","10010000","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010111","00000110"
"1","11000000","10101000","00000001","01010000","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010101","00000110"
"0","11000000","10101000","10011111","10100110","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000001010000","00010001"
"0","11000000","10101000","10000000","01001010","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000001010000","00010001"
"1","11000000","10101000","00000001","00001001","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010101","00000110"
"0","11000000","10101000","01010100","10101010","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000001010000","00000110"
"0","11000000","10101000","10110010","11100101","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000001010000","00000110"
"1","11000000","10101000","00000001","11001111","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010101","00000110"
"1","11000000","10101000","00000001","01111011","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010101","00000110"
"0","11000000","10101000","10010010","01101111","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010111","00000110"
"1","11000000","10101000","00000001","11100011","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010101","00000110"
"0","11000000","10101000","10011000","01000000","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010111","00010001"
"0","11000000","10101000","00000110","01101110","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010101","00010001"
"1","11000000","10101000","00000001","01101000","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010101","00000110"
"0","11000000","10101000","11010100","11100001","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010111","00010001"
"1","11000000","10101000","00000001","00010010","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010101","00000110"
"1","11000000","10101000","00000001","01111010","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010101","00000110"
"1","11000000","10101000","00000001","00101010","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010101","00000110"
"1","11000000","10101000","00000001","10111010","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010101","00000110"
"1","11000000","10101000","00000001","10100111","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010101","00000110"
"1","11000000","10101000","00000001","01111001","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010101","00000110"
"0","11000000","10101000","01011111","10111110","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010111","00000110"
"0","11000000","10101000","10011001","11011001","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010101","00010001"
"0","11000000","10101000","10101000","11001001","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000001010000","00010001"
"1","11000000","10101000","00000001","00001110","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010101","00000110"
"0","11000000","10101000","00100011","11100111","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010111","00000110"
"0","11000000","10101000","01100000","11011101","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010101","00000110"
"0","11000000","10101000","10011100","11010110","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010101","00000110"
"1","11000000","10101000","00000001","00000111","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010101","00000110"
"0","11000000","10101000","01011110","11010101","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000001010000","00000110"
"0","11000000","10101000","10011101","01010010","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010111","00010001"
"1","11000000","10101000","00000001","10001100","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010101","00000110"
"1","11000000","10101000","00000001","00101001","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010101","00000110"
"0","11000000","10101000","01010101","01010110","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010111","00010001"
"0","11000000","10101000","00010011","10110001","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010101","00000110"
"1","11000000","10101000","00000001","10011100","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010101","00000110"
"0","11000000","10101000","00011001","10111000","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010101","00000110"
"0","11000000","10101000","10111111","01111110","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010111","00000110"
"1","11000000","10101000","00000001","11001010","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010101","00000110"
"0","11000000","10101000","01110111","01100000","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010101","00000110"
"1","11000000","10101000","00000001","11110011","11111111","11111111","11111111","00000000","11000000","10101000","00010100","00000001","11111111","11111111","11111111","00000000","0000000000010101","00000110"
