"Action","Source address","Source Mask","Destination address","Destination Mask","Port","Protocol"
"allow","192.168.1.205","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.1.193","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.160.105","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"deny","192.168.148.212","255.255.255.0","192.168.20.1","255.255.255.0","23","17"
"deny","192.168.160.119","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"deny","192.168.73.176","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"deny","192.168.160.117","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"deny","192.168.222.82","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"deny","192.168.201.88","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"deny","192.168.156.96","255.255.255.0","192.168.20.1","255.255.255.0","23","17"
"deny","192.168.254.37","255.255.255.0","192.168.20.1","255.255.255.0","23","17"
"allow","192.168.1.142","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.82.191","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"allow","192.168.1.15","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.1.66","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.169.14","255.255.255.0","192.168.20.1","255.255.255.0","21","17"
"deny","192.168.237.249","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"deny","192.168.141.254","255.255.255.0","192.168.20.1","255.255.255.0","23","17"
"deny","192.168.160.84","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"allow","192.168.1.245","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.1.235","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.1.150","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.179.30","255.255.255.0","192.168.20.1","255.255.255.0","21","17"
"deny","192.168.160.38","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"deny","192.168.125.151","255.255.255.0","192.168.20.1","255.255.255.0","21","17"
"deny","192.168.232.93","255.255.255.0","192.168.20.1","255.255.255.0","21","17"
"deny","192.168.160.42","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"deny","192.168.172.111","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"deny","192.168.252.186","255.255.255.0","192.168.20.1","255.255.255.0","23","17"
"deny","192.168.121.141","255.255.255.0","192.168.20.1","255.255.255.0","23","17"
"allow","192.168.1.196","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.118.68","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.160.105","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"deny","192.168.200.170","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"deny","192.168.28.117","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"deny","192.168.22.158","255.255.255.0","192.168.20.1","255.255.255.0","21","17"
"allow","192.168.1.48","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.96.80","255.255.255.0","192.168.20.1","255.255.255.0","21","17"
"allow","192.168.1.217","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.1.129","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.219.244","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.1.140","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.162.242","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"deny","192.168.158.140","255.255.255.0","192.168.20.1","255.255.255.0","23","17"
"deny","192.168.14.55","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"deny","192.168.162.15","255.255.255.0","192.168.20.1","255.255.255.0","23","17"
"allow","192.168.1.221","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.160.76","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"deny","192.168.59.127","255.255.255.0","192.168.20.1","255.255.255.0","21","17"
"deny","192.168.46.37","255.255.255.0","192.168.20.1","255.255.255.0","21","17"
"deny","192.168.160.254","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"deny","192.168.160.173","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"deny","192.168.144.201","255.255.255.0","192.168.20.1","255.255.255.0","23","17"
"allow","192.168.1.159","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.90.161","255.255.255.0","192.168.20.1","255.255.255.0","23","17"
"allow","192.168.1.203","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.148.193","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.67.253","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.162.4","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"deny","192.168.93.197","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"deny","192.168.160.249","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"deny","192.168.24.91","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.1.83","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.160.48","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"deny","192.168.160.20","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"deny","192.168.110.237","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.144.33","255.255.255.0","192.168.20.1","255.255.255.0","21","17"
"deny","192.168.160.113","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"deny","192.168.160.201","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"allow","192.168.1.205","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.160.168","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"allow","192.168.1.42","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.1.130","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.98.189","255.255.255.0","192.168.20.1","255.255.255.0","23","17"
"deny","192.168.62.123","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"allow","192.168.1.217","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.185.60","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"deny","192.168.160.25","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"deny","192.168.171.112","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"allow","192.168.1.172","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.160.144","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"allow","192.168.1.241","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.32.229","255.255.255.0","192.168.20.1","255.255.255.0","21","17"
"deny","192.168.244.161","255.255.255.0","192.168.20.1","255.255.255.0","21","17"
"deny","192.168.199.197","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"allow","192.168.1.233","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.96.200","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.1.176","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.52.189","255.255.255.0","192.168.20.1","255.255.255.0","23","17"
"allow","192.168.1.132","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.160.80","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"deny","192.168.81.233","255.255.255.0","192.168.20.1","255.255.255.0","23","17"
"deny","192.168.200.34","255.255.255.0","192.168.20.1","255.255.255.0","23","17"
"deny","192.168.14.12","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.160.110","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"deny","192.168.111.242","255.255.255.0","192.168.20.1","255.255.255.0","23","17"
"deny","192.168.160.125","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"allow","192.168.1.186","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.83.161","255.255.255.0","192.168.20.1","255.255.255.0","23","17"
"deny","192.168.90.16","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"deny","192.168.83.243","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"allow","192.168.1.128","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.1.174","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.121.129","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"deny","192.168.160.104","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"deny","192.168.6.87","255.255.255.0","192.168.20.1","255.255.255.0","23","17"
"deny","192.168.160.49","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"deny","192.168.227.86","255.255.255.0","192.168.20.1","255.255.255.0","21","17"
"deny","192.168.147.137","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"deny","192.168.186.40","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"allow","192.168.1.115","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.80.51","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"deny","192.168.160.209","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"allow","192.168.1.142","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.142.29","255.255.255.0","192.168.20.1","255.255.255.0","21","17"
"deny","192.168.206.54","255.255.255.0","192.168.20.1","255.255.255.0","23","17"
"deny","192.168.224.128","255.255.255.0","192.168.20.1","255.255.255.0","21","17"
"deny","192.168.255.157","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"deny","192.168.90.146","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"allow","192.168.1.250","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.118.39","255.255.255.0","192.168.20.1","255.255.255.0","23","17"
"deny","192.168.160.215","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"deny","192.168.160.238","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"deny","192.168.160.248","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"deny","192.168.162.127","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.137.215","255.255.255.0","192.168.20.1","255.255.255.0","23","17"
"deny","192.168.160.103","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"deny","192.168.61.150","255.255.255.0","192.168.20.1","255.255.255.0","21","17"
"deny","192.168.160.145","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"deny","192.168.192.37","255.255.255.0","192.168.20.1","255.255.255.0","23","17"
"allow","192.168.1.115","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.1.231","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.1.64","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.160.42","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"deny","192.168.216.183","255.255.255.0","192.168.20.1","255.255.255.0","21","17"
"allow","192.168.1.42","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.160.247","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"deny","192.168.160.3","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"deny","192.168.160.146","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"deny","192.168.146.175","255.255.255.0","192.168.20.1","255.255.255.0","21","17"
"allow","192.168.1.201","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.68.36","255.255.255.0","192.168.20.1","255.255.255.0","23","17"
"deny","192.168.162.93","255.255.255.0","192.168.20.1","255.255.255.0","21","17"
"deny","192.168.105.17","255.255.255.0","192.168.20.1","255.255.255.0","21","17"
"deny","192.168.160.113","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"deny","192.168.173.175","255.255.255.0","192.168.20.1","255.255.255.0","21","17"
"deny","192.168.160.231","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"deny","192.168.205.96","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"deny","192.168.160.241","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"allow","192.168.1.196","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.1.99","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.187.175","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.24.117","255.255.255.0","192.168.20.1","255.255.255.0","21","17"
"deny","192.168.199.32","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.168.114","255.255.255.0","192.168.20.1","255.255.255.0","23","17"
"deny","192.168.160.97","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.203.140","255.255.255.0","192.168.20.1","255.255.255.0","21","17"
"deny","192.168.160.136","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"deny","192.168.212.200","255.255.255.0","192.168.20.1","255.255.255.0","23","17"
"deny","192.168.135.117","255.255.255.0","192.168.20.1","255.255.255.0","21","17"
"deny","192.168.126.81","255.255.255.0","192.168.20.1","255.255.255.0","23","17"
"allow","192.168.1.91","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.115.192","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.122.119","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"allow","192.168.1.121","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.22.47","255.255.255.0","192.168.20.1","255.255.255.0","21","17"
"deny","192.168.160.251","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"deny","192.168.38.136","255.255.255.0","192.168.20.1","255.255.255.0","23","17"
"deny","192.168.191.154","255.255.255.0","192.168.20.1","255.255.255.0","23","17"
"deny","192.168.252.190","255.255.255.0","192.168.20.1","255.255.255.0","23","17"
"deny","192.168.46.75","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.160.116","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"deny","192.168.160.189","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"deny","192.168.217.249","255.255.255.0","192.168.20.1","255.255.255.0","23","17"
"deny","192.168.76.156","255.255.255.0","192.168.20.1","255.255.255.0","21","17"
"deny","192.168.160.193","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"allow","192.168.1.215","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.160.111","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"deny","192.168.164.84","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"deny","192.168.160.228","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"deny","192.168.160.44","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"deny","192.168.151.59","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.1.203","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.71.201","255.255.255.0","192.168.20.1","255.255.255.0","23","17"
"allow","192.168.1.160","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.160.88","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"deny","192.168.160.176","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"deny","192.168.204.87","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.160.236","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"deny","192.168.10.125","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"deny","192.168.65.185","255.255.255.0","192.168.20.1","255.255.255.0","21","17"
"deny","192.168.226.124","255.255.255.0","192.168.20.1","255.255.255.0","21","17"
"deny","192.168.142.29","255.255.255.0","192.168.20.1","255.255.255.0","23","17"
"deny","192.168.160.158","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"deny","192.168.160.209","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"deny","192.168.160.59","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"deny","192.168.170.59","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"deny","192.168.170.57","255.255.255.0","192.168.20.1","255.255.255.0","21","17"
"deny","192.168.251.231","255.255.255.0","192.168.20.1","255.255.255.0","21","17"
"deny","192.168.223.83","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.1.139","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.1.163","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.160.227","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"deny","192.168.160.160","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"deny","192.168.41.200","255.255.255.0","192.168.20.1","255.255.255.0","21","17"
"deny","192.168.160.37","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"allow","192.168.1.56","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.160.135","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"deny","192.168.160.64","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"deny","192.168.41.206","255.255.255.0","192.168.20.1","255.255.255.0","23","17"
"allow","192.168.1.156","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.1.80","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.65.67","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.160.163","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"deny","192.168.160.111","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"deny","192.168.160.241","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"deny","192.168.160.124","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"deny","192.168.217.26","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.124.176","255.255.255.0","192.168.20.1","255.255.255.0","21","17"
"deny","192.168.0.67","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"deny","192.168.160.73","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"deny","192.168.160.16","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"deny","192.168.160.203","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"deny","192.168.160.189","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"allow","192.168.1.27","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.68.114","255.255.255.0","192.168.20.1","255.255.255.0","23","17"
"deny","192.168.123.181","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"deny","192.168.181.54","255.255.255.0","192.168.20.1","255.255.255.0","21","17"
"deny","192.168.61.62","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"deny","192.168.195.40","255.255.255.0","192.168.20.1","255.255.255.0","23","17"
"deny","192.168.133.95","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"allow","192.168.1.66","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.160.77","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"allow","192.168.1.12","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.1.115","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.160.122","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"deny","192.168.111.188","255.255.255.0","192.168.20.1","255.255.255.0","21","17"
"deny","192.168.113.254","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.116.217","255.255.255.0","192.168.20.1","255.255.255.0","21","17"
"deny","192.168.160.204","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"deny","192.168.170.126","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.19.1","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.155.197","255.255.255.0","192.168.20.1","255.255.255.0","21","17"
"deny","192.168.160.16","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"deny","192.168.43.199","255.255.255.0","192.168.20.1","255.255.255.0","21","17"
"deny","192.168.193.91","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.159.155","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"deny","192.168.24.40","255.255.255.0","192.168.20.1","255.255.255.0","23","17"
"deny","192.168.219.203","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"deny","192.168.160.155","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"allow","192.168.1.22","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.70.126","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.160.232","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"deny","192.168.160.67","255.255.255.0","192.168.20.1","255.255.255.0","23","17"
"deny","192.168.160.206","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"allow","192.168.1.91","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.65.133","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.1.182","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.1.208","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.160.133","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"deny","192.168.160.8","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"deny","192.168.160.109","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"deny","192.168.160.97","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"deny","192.168.8.72","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"deny","192.168.116.112","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.139.31","255.255.255.0","192.168.20.1","255.255.255.0","21","17"
"deny","192.168.173.9","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"allow","192.168.1.36","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.1.58","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.1.218","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.67.61","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"deny","192.168.233.47","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.249.30","255.255.255.0","192.168.20.1","255.255.255.0","21","17"
"allow","192.168.1.31","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.176.201","255.255.255.0","192.168.20.1","255.255.255.0","23","17"
"deny","192.168.71.255","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"deny","192.168.160.108","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"allow","192.168.1.114","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.64.239","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"deny","192.168.129.24","255.255.255.0","192.168.20.1","255.255.255.0","21","17"
"deny","192.168.160.14","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"deny","192.168.160.119","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"deny","192.168.175.111","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.30.254","255.255.255.0","192.168.20.1","255.255.255.0","21","17"
"allow","192.168.1.40","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.160.240","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"allow","192.168.1.236","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.226.99","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"deny","192.168.160.127","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"deny","192.168.160.93","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"allow","192.168.1.98","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.215.120","255.255.255.0","192.168.20.1","255.255.255.0","21","17"
"deny","192.168.38.83","255.255.255.0","192.168.20.1","255.255.255.0","23","6"
"deny","192.168.114.13","255.255.255.0","192.168.20.1","255.255.255.0","21","17"
