"Action","Source address","Source Mask","Destination address","Destination Mask","Port","Protocol"
"allow","192.168.160.146","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"allow","192.168.165.101","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"allow","192.168.160.68","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"allow","192.168.170.145","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"allow","192.168.165.43","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"deny","192.168.140.68","255.255.255.0","192.168.20.1","255.255.255.0","80","17"
"allow","192.168.175.222","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"deny","192.168.32.86","255.255.255.0","192.168.20.1","255.255.255.0","21","17"
"allow","192.168.1.196","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.159.65","255.255.255.0","192.168.20.1","255.255.255.0","21","17"
"allow","192.168.174.34","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"deny","192.168.244.20","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.85.212","255.255.255.0","192.168.20.1","255.255.255.0","21","17"
"deny","192.168.148.215","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"allow","192.168.175.250","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"deny","192.168.39.126","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"deny","192.168.155.165","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"allow","192.168.167.13","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"deny","192.168.189.66","255.255.255.0","192.168.20.1","255.255.255.0","80","17"
"allow","192.168.169.213","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"deny","192.168.156.222","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"deny","192.168.58.133","255.255.255.0","192.168.20.1","255.255.255.0","80","17"
"allow","192.168.175.213","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"allow","192.168.165.111","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"deny","192.168.227.172","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"allow","192.168.174.84","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"allow","192.168.172.121","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"deny","192.168.119.5","255.255.255.0","192.168.20.1","255.255.255.0","80","17"
"deny","192.168.176.249","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.201.26","255.255.255.0","192.168.20.1","255.255.255.0","21","17"
"allow","192.168.161.192","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"allow","192.168.161.42","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"allow","192.168.164.214","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"deny","192.168.196.186","255.255.255.0","192.168.20.1","255.255.255.0","80","17"
"deny","192.168.198.80","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"deny","192.168.115.60","255.255.255.0","192.168.20.1","255.255.255.0","80","17"
"deny","192.168.214.169","255.255.255.0","192.168.20.1","255.255.255.0","80","17"
"deny","192.168.18.238","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"allow","192.168.1.87","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.166.7","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"deny","192.168.24.176","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"deny","192.168.14.201","255.255.255.0","192.168.20.1","255.255.255.0","80","17"
"allow","192.168.1.112","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.106.241","255.255.255.0","192.168.20.1","255.255.255.0","80","17"
"deny","192.168.50.234","255.255.255.0","192.168.20.1","255.255.255.0","80","17"
"deny","192.168.161.157","255.255.255.0","192.168.20.1","255.255.255.0","21","17"
"deny","192.168.205.62","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"allow","192.168.1.213","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.173.245","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"allow","192.168.167.129","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"allow","192.168.163.237","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"deny","192.168.123.248","255.255.255.0","192.168.20.1","255.255.255.0","80","17"
"deny","192.168.57.242","255.255.255.0","192.168.20.1","255.255.255.0","80","17"
"deny","192.168.41.190","255.255.255.0","192.168.20.1","255.255.255.0","80","17"
"allow","192.168.169.111","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"allow","192.168.162.153","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"deny","192.168.208.45","255.255.255.0","192.168.20.1","255.255.255.0","80","17"
"allow","192.168.173.162","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"allow","192.168.163.94","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"allow","192.168.168.1","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"allow","192.168.168.28","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"allow","192.168.167.252","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"deny","192.168.98.30","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.166.159","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"allow","192.168.175.154","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"deny","192.168.36.112","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"allow","192.168.171.196","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"deny","192.168.80.221","255.255.255.0","192.168.20.1","255.255.255.0","80","17"
"allow","192.168.164.207","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"allow","192.168.162.195","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"deny","192.168.126.12","255.255.255.0","192.168.20.1","255.255.255.0","80","17"
"allow","192.168.20.58","255.255.255.0","192.168.20.1","255.255.255.0","80","17"
"deny","192.168.200.217","255.255.255.0","192.168.20.1","255.255.255.0","80","17"
"allow","192.168.171.171","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"deny","192.168.36.97","255.255.255.0","192.168.20.1","255.255.255.0","80","17"
"deny","192.168.17.118","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"allow","192.168.1.179","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.177.243","255.255.255.0","192.168.20.1","255.255.255.0","80","17"
"deny","192.168.135.28","255.255.255.0","192.168.20.1","255.255.255.0","80","17"
"deny","192.168.109.230","255.255.255.0","192.168.20.1","255.255.255.0","21","17"
"deny","192.168.242.176","255.255.255.0","192.168.20.1","255.255.255.0","21","17"
"allow","192.168.163.254","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"deny","192.168.107.6","255.255.255.0","192.168.20.1","255.255.255.0","80","17"
"allow","192.168.160.230","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"deny","192.168.255.187","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"allow","192.168.171.74","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"deny","192.168.92.106","255.255.255.0","192.168.20.1","255.255.255.0","80","17"
"deny","192.168.187.48","255.255.255.0","192.168.20.1","255.255.255.0","21","17"
"deny","192.168.120.45","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.165.172","255.255.255.0","192.168.20.1","255.255.255.0","80","17"
"deny","192.168.114.245","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.160.130","255.255.255.0","192.168.20.1","255.255.255.0","21","17"
"allow","192.168.20.22","255.255.255.0","192.168.20.1","255.255.255.0","80","17"
"deny","192.168.54.209","255.255.255.0","192.168.20.1","255.255.255.0","21","17"
"allow","192.168.168.28","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"allow","192.168.162.96","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"allow","192.168.165.36","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"allow","192.168.161.43","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"deny","192.168.137.154","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"allow","192.168.20.53","255.255.255.0","192.168.20.1","255.255.255.0","80","17"
"allow","192.168.167.49","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"deny","192.168.196.235","255.255.255.0","192.168.20.1","255.255.255.0","80","17"
"allow","192.168.170.168","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"allow","192.168.170.129","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"deny","192.168.25.71","255.255.255.0","192.168.20.1","255.255.255.0","80","17"
"allow","192.168.170.152","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"deny","192.168.212.82","255.255.255.0","192.168.20.1","255.255.255.0","21","17"
"allow","192.168.20.114","255.255.255.0","192.168.20.1","255.255.255.0","80","17"
"allow","192.168.1.98","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.197.120","255.255.255.0","192.168.20.1","255.255.255.0","21","17"
"allow","192.168.171.41","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"deny","192.168.47.145","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"allow","192.168.169.226","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"deny","192.168.76.228","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"allow","192.168.169.149","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"deny","192.168.196.136","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.115.200","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.1.37","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.78.181","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"deny","192.168.49.114","255.255.255.0","192.168.20.1","255.255.255.0","21","17"
"deny","192.168.46.57","255.255.255.0","192.168.20.1","255.255.255.0","21","17"
"deny","192.168.121.13","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"allow","192.168.170.160","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"allow","192.168.169.245","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"deny","192.168.198.20","255.255.255.0","192.168.20.1","255.255.255.0","21","17"
"deny","192.168.10.222","255.255.255.0","192.168.20.1","255.255.255.0","80","17"
"allow","192.168.166.75","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"deny","192.168.159.181","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"deny","192.168.222.241","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.94.56","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"deny","192.168.220.88","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.149.103","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"deny","192.168.95.193","255.255.255.0","192.168.20.1","255.255.255.0","80","17"
"deny","192.168.246.144","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.61.86","255.255.255.0","192.168.20.1","255.255.255.0","80","17"
"deny","192.168.15.115","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"deny","192.168.141.134","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.162.95","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"deny","192.168.145.101","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"deny","192.168.140.45","255.255.255.0","192.168.20.1","255.255.255.0","80","17"
"deny","192.168.127.97","255.255.255.0","192.168.20.1","255.255.255.0","80","17"
"allow","192.168.173.59","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"deny","192.168.137.140","255.255.255.0","192.168.20.1","255.255.255.0","21","17"
"allow","192.168.171.174","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"allow","192.168.162.248","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"allow","192.168.163.77","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"deny","192.168.112.205","255.255.255.0","192.168.20.1","255.255.255.0","21","17"
"allow","192.168.168.51","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"allow","192.168.164.60","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"deny","192.168.91.20","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"allow","192.168.20.224","255.255.255.0","192.168.20.1","255.255.255.0","80","17"
"allow","192.168.164.108","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"allow","192.168.174.4","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"allow","192.168.174.149","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"deny","192.168.103.196","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.161.103","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"allow","192.168.174.48","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"deny","192.168.53.254","255.255.255.0","192.168.20.1","255.255.255.0","21","17"
"deny","192.168.192.112","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"allow","192.168.1.160","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.28.255","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"deny","192.168.61.248","255.255.255.0","192.168.20.1","255.255.255.0","21","17"
"allow","192.168.160.214","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"allow","192.168.165.139","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"allow","192.168.172.28","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"allow","192.168.162.127","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"allow","192.168.173.145","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"deny","192.168.238.82","255.255.255.0","192.168.20.1","255.255.255.0","80","17"
"deny","192.168.46.128","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"allow","192.168.171.78","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"allow","192.168.164.113","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"allow","192.168.175.76","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"allow","192.168.173.50","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"allow","192.168.174.168","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"deny","192.168.24.71","255.255.255.0","192.168.20.1","255.255.255.0","80","17"
"deny","192.168.108.88","255.255.255.0","192.168.20.1","255.255.255.0","21","17"
"allow","192.168.165.216","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"allow","192.168.166.48","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"deny","192.168.246.117","255.255.255.0","192.168.20.1","255.255.255.0","80","17"
"allow","192.168.175.243","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"deny","192.168.11.63","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"deny","192.168.86.19","255.255.255.0","192.168.20.1","255.255.255.0","80","17"
"deny","192.168.42.227","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"allow","192.168.173.248","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"allow","192.168.166.4","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"allow","192.168.20.109","255.255.255.0","192.168.20.1","255.255.255.0","80","17"
"deny","192.168.26.139","255.255.255.0","192.168.20.1","255.255.255.0","80","17"
"deny","192.168.42.31","255.255.255.0","192.168.20.1","255.255.255.0","80","17"
"allow","192.168.171.30","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"allow","192.168.171.171","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"deny","192.168.27.81","255.255.255.0","192.168.20.1","255.255.255.0","21","17"
"allow","192.168.169.251","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"allow","192.168.1.10","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.1.177","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.173.143","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"allow","192.168.164.167","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"allow","192.168.168.213","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"deny","192.168.213.199","255.255.255.0","192.168.20.1","255.255.255.0","21","17"
"allow","192.168.170.1","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"allow","192.168.171.42","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"deny","192.168.217.219","255.255.255.0","192.168.20.1","255.255.255.0","80","17"
"allow","192.168.165.130","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"allow","192.168.173.28","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"allow","192.168.166.194","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"allow","192.168.162.44","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"allow","192.168.20.23","255.255.255.0","192.168.20.1","255.255.255.0","80","17"
"deny","192.168.56.114","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"allow","192.168.160.153","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"deny","192.168.33.151","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"allow","192.168.173.172","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"allow","192.168.161.217","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"allow","192.168.175.38","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"allow","192.168.173.174","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"deny","192.168.152.92","255.255.255.0","192.168.20.1","255.255.255.0","80","17"
"allow","192.168.175.219","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"deny","192.168.131.227","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.168.157","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"deny","192.168.143.17","255.255.255.0","192.168.20.1","255.255.255.0","80","17"
"allow","192.168.167.79","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"deny","192.168.162.155","255.255.255.0","192.168.20.1","255.255.255.0","21","17"
"allow","192.168.171.39","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"deny","192.168.163.119","255.255.255.0","192.168.20.1","255.255.255.0","21","17"
"allow","192.168.160.74","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"allow","192.168.168.154","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"allow","192.168.175.30","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"allow","192.168.166.154","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"deny","192.168.217.154","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.173.44","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"deny","192.168.33.10","255.255.255.0","192.168.20.1","255.255.255.0","21","17"
"allow","192.168.172.43","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"deny","192.168.10.108","255.255.255.0","192.168.20.1","255.255.255.0","80","17"
"allow","192.168.161.154","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"deny","192.168.132.41","255.255.255.0","192.168.20.1","255.255.255.0","80","17"
"deny","192.168.200.146","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
