"Action","Source address","Source Mask","Destination address","Destination Mask","Port","Protocol"
"allow","192.168.60.71","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.250.231","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"deny","192.168.61.139","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"allow","192.168.89.223","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.192.70","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"deny","192.168.8.209","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"allow","192.168.119.148","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.145.77","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"deny","192.168.184.164","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.121.175","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"deny","192.168.134.72","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"deny","192.168.231.182","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"allow","192.168.153.2","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.60.186","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"allow","192.168.248.34","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.137.122","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.107.36","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"allow","192.168.92.199","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.161.243","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"deny","192.168.173.72","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"deny","192.168.180.154","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.112.183","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.230.2","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"deny","192.168.98.37","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"allow","192.168.32.63","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.126.52","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"deny","192.168.87.194","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"allow","192.168.84.185","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.134.115","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"deny","192.168.25.197","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"deny","192.168.118.147","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"deny","192.168.132.152","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"deny","192.168.121.7","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"deny","192.168.185.204","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"deny","192.168.12.35","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"deny","192.168.165.35","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"allow","192.168.246.190","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"allow","192.168.160.56","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.170.235","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"deny","192.168.148.82","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"deny","192.168.192.75","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"allow","192.168.174.25","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"allow","192.168.244.241","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.83.82","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.188.160","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"allow","192.168.67.20","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"allow","192.168.189.88","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"allow","192.168.110.45","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"allow","192.168.85.122","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.84.169","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.24.69","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"deny","192.168.107.229","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.231.68","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"deny","192.168.132.173","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"allow","192.168.38.209","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.100.205","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.201.18","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"deny","192.168.160.238","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"deny","192.168.116.102","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.188.129","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"allow","192.168.115.242","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.162.12","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"allow","192.168.237.43","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"allow","192.168.219.8","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.165.186","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"deny","192.168.180.12","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"deny","192.168.128.191","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"deny","192.168.194.246","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.6.150","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"allow","192.168.119.173","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.43.155","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"allow","192.168.244.14","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.142.233","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"deny","192.168.249.136","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.91.214","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"deny","192.168.254.183","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"allow","192.168.135.44","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.181.27","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"deny","192.168.71.174","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"allow","192.168.57.233","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"allow","192.168.32.190","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.190.235","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"allow","192.168.39.142","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.39.35","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"allow","192.168.156.89","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"allow","192.168.134.249","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.255.160","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.102.216","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"allow","192.168.110.182","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"allow","192.168.8.20","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.20.127","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.139.156","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.51.15","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.49.194","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"deny","192.168.6.146","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"deny","192.168.175.114","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"deny","192.168.77.230","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"allow","192.168.68.129","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"allow","192.168.220.64","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.233.24","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"allow","192.168.198.128","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"allow","192.168.223.238","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.33.176","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"deny","192.168.23.224","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"allow","192.168.30.98","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.74.96","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"deny","192.168.254.190","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"allow","192.168.243.96","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"allow","192.168.225.120","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.95.38","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"deny","192.168.107.112","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"allow","192.168.114.145","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"allow","192.168.27.232","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"allow","192.168.251.219","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.84.91","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.34.78","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"deny","192.168.236.18","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"deny","192.168.23.38","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"deny","192.168.17.52","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"deny","192.168.21.78","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"deny","192.168.35.183","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"deny","192.168.218.59","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"allow","192.168.188.252","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.255.5","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"deny","192.168.79.162","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"deny","192.168.250.45","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.230.92","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"deny","192.168.243.14","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"deny","192.168.115.111","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"allow","192.168.86.209","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.54.119","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"allow","192.168.85.221","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.227.18","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.10.230","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.255.230","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"deny","192.168.254.45","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"allow","192.168.135.23","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.8.49","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"deny","192.168.79.115","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"deny","192.168.89.253","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"allow","192.168.148.214","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.4.227","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"allow","192.168.105.252","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.90.48","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.251.120","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"deny","192.168.108.81","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"allow","192.168.159.86","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"allow","192.168.183.40","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.60.178","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"allow","192.168.28.134","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.36.76","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"deny","192.168.8.189","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.103.174","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"allow","192.168.56.225","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"allow","192.168.210.209","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.114.248","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.22.2","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"deny","192.168.242.107","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"deny","192.168.5.8","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"allow","192.168.81.14","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.185.170","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"allow","192.168.237.157","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"allow","192.168.54.184","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.98.95","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"deny","192.168.92.160","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.234.178","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.102.72","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"deny","192.168.3.69","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"deny","192.168.42.200","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"allow","192.168.121.147","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.63.22","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"deny","192.168.223.172","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.220.98","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"deny","192.168.91.68","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"deny","192.168.236.237","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"deny","192.168.40.5","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"allow","192.168.47.180","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"allow","192.168.67.217","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"allow","192.168.224.74","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.91.188","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.70.193","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"allow","192.168.208.51","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.246.144","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"deny","192.168.27.70","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"deny","192.168.40.252","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.250.121","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"deny","192.168.214.110","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"deny","192.168.174.205","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.186.69","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"deny","192.168.185.78","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"deny","192.168.211.165","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.143.164","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"allow","192.168.109.82","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.65.7","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.208.225","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"deny","192.168.206.233","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.201.61","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"allow","192.168.254.56","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.190.66","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"deny","192.168.75.171","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.195.92","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"deny","192.168.98.40","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"deny","192.168.247.182","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"deny","192.168.1.204","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"deny","192.168.177.216","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.21.90","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.64.242","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"allow","192.168.235.218","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.33.246","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"allow","192.168.68.38","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.76.76","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.9.188","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"deny","192.168.2.94","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"deny","192.168.104.150","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.142.3","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"allow","192.168.178.138","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.177.12","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.128.218","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"deny","192.168.6.129","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.151.229","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"allow","192.168.216.183","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.195.166","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.132.162","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.148.54","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"deny","192.168.137.167","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"deny","192.168.157.28","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"deny","192.168.109.228","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"deny","192.168.245.38","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.30.36","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.165.204","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"allow","192.168.240.84","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.9.152","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"deny","192.168.101.0","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"allow","192.168.250.105","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"allow","192.168.248.182","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.237.11","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.65.117","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.128.25","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.234.234","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"deny","192.168.43.86","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.32.223","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"allow","192.168.159.111","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"allow","192.168.96.46","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.107.46","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"deny","192.168.51.198","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"deny","192.168.20.162","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"deny","192.168.190.187","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"deny","192.168.45.177","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"deny","192.168.216.229","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"allow","192.168.126.178","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.41.252","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"deny","192.168.84.51","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"deny","192.168.235.240","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"deny","192.168.46.87","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"deny","192.168.227.181","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.4.167","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"deny","192.168.215.96","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.120.194","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.136.76","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"allow","192.168.172.40","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.0.17","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.83.214","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"deny","192.168.141.14","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"deny","192.168.251.181","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"allow","192.168.119.229","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"allow","192.168.198.146","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"allow","192.168.122.33","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"allow","192.168.156.33","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.102.10","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"allow","192.168.99.189","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.63.220","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"deny","192.168.143.255","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"deny","192.168.244.224","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.220.96","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"deny","192.168.101.148","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"deny","192.168.36.128","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"deny","192.168.33.72","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"deny","192.168.56.194","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"allow","192.168.10.12","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.130.83","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"deny","192.168.107.66","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.70.246","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"allow","192.168.3.85","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.207.196","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"deny","192.168.135.63","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.137.243","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"allow","192.168.90.50","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.118.129","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"deny","192.168.41.40","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.121.74","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"allow","192.168.157.10","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.62.62","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"deny","192.168.33.138","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"allow","192.168.58.79","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.81.56","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"allow","192.168.93.107","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.54.86","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"allow","192.168.213.175","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.176.33","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"allow","192.168.4.142","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"allow","192.168.88.184","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"allow","192.168.150.157","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
