"Action","Source address","Source Mask","Destination address","Destination Mask","Port","Protocol"
"deny","192.168.33.118","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"allow","192.168.0.196","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.90.173","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.97.103","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"deny","192.168.72.246","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.190.253","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"allow","192.168.223.220","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.43.212","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"deny","192.168.108.114","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"deny","192.168.133.26","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"deny","192.168.37.149","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.233.244","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.74.126","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"allow","192.168.124.89","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.4.52","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"deny","192.168.33.98","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"deny","192.168.86.101","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.111.178","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"allow","192.168.75.41","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"allow","192.168.50.42","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"allow","192.168.196.156","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"allow","192.168.92.224","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.178.252","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.242.64","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"allow","192.168.144.183","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.83.134","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"deny","192.168.172.91","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"deny","192.168.237.63","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"deny","192.168.50.222","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"allow","192.168.57.104","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.42.97","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"allow","192.168.254.2","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.179.141","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.82.192","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"deny","192.168.203.239","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"allow","192.168.199.178","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.111.244","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"allow","192.168.214.78","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"allow","192.168.116.194","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.109.2","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"allow","192.168.169.13","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.147.32","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.119.54","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"allow","192.168.71.88","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.4.33","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.58.17","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"deny","192.168.78.25","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.163.59","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"allow","192.168.196.24","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.106.55","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.233.240","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.33.204","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"allow","192.168.6.5","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.137.237","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"deny","192.168.188.199","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"allow","192.168.128.78","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"allow","192.168.27.37","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"allow","192.168.41.113","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.47.72","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"deny","192.168.69.215","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"allow","192.168.33.38","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.81.36","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"allow","192.168.230.222","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"allow","192.168.201.69","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"allow","192.168.219.188","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.152.243","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.32.94","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.251.166","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"allow","192.168.33.4","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"allow","192.168.252.73","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"allow","192.168.198.53","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.119.206","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"allow","192.168.255.164","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.39.240","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.122.141","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.138.54","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"allow","192.168.200.126","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.30.82","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"allow","192.168.52.205","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.162.135","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.48.65","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.71.192","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"deny","192.168.55.19","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"deny","192.168.62.82","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"allow","192.168.39.118","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"allow","192.168.71.56","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.208.149","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"allow","192.168.122.49","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.8.174","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.105.69","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"allow","192.168.23.228","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.11.122","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.227.242","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"deny","192.168.102.136","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"deny","192.168.149.86","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"deny","192.168.70.117","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"allow","192.168.227.189","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"allow","192.168.112.30","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.129.52","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"deny","192.168.123.189","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"deny","192.168.58.126","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"allow","192.168.143.211","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"allow","192.168.58.248","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.24.76","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.228.15","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"allow","192.168.190.51","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.161.56","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"allow","192.168.255.126","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.104.78","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"deny","192.168.243.232","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.195.231","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"allow","192.168.207.228","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.185.166","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.47.53","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.195.224","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.3.74","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"allow","192.168.57.131","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.25.52","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"allow","192.168.111.205","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.171.96","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.94.248","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.230.140","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"deny","192.168.220.186","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.223.129","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.68.214","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"deny","192.168.62.255","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"allow","192.168.147.64","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"allow","192.168.37.30","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.147.152","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"deny","192.168.236.17","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"deny","192.168.87.16","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"allow","192.168.198.83","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"allow","192.168.153.210","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"allow","192.168.139.73","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.179.207","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"allow","192.168.47.197","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.39.67","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"deny","192.168.212.107","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"allow","192.168.109.145","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"allow","192.168.70.210","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.21.177","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.91.117","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"deny","192.168.136.216","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"allow","192.168.7.240","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.241.219","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"deny","192.168.249.119","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.38.72","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.100.27","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"allow","192.168.48.215","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.99.172","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"deny","192.168.202.201","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.54.54","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.48.255","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.152.114","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.240.199","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.8.13","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.243.18","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"deny","192.168.39.38","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"allow","192.168.58.23","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.46.107","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"allow","192.168.145.95","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.142.38","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"deny","192.168.198.65","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.91.164","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"deny","192.168.76.217","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"allow","192.168.214.4","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.251.160","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"allow","192.168.17.109","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"allow","192.168.229.119","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.184.0","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"allow","192.168.23.54","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.66.93","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"allow","192.168.180.46","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"allow","192.168.9.233","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.235.84","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"allow","192.168.63.35","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.39.185","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.213.73","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.231.20","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"deny","192.168.77.224","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.131.246","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"deny","192.168.180.162","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"allow","192.168.213.233","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.212.218","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.44.195","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"allow","192.168.233.35","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.132.105","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.80.93","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.64.30","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"deny","192.168.190.84","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"allow","192.168.174.2","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"allow","192.168.57.243","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.162.42","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"deny","192.168.10.209","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"deny","192.168.222.47","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"deny","192.168.180.187","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"allow","192.168.83.130","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.142.46","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.84.30","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"deny","192.168.185.143","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.191.198","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"allow","192.168.60.245","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.245.217","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"allow","192.168.220.221","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.97.68","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.226.133","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"allow","192.168.157.207","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.102.64","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"allow","192.168.220.105","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.240.26","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"allow","192.168.219.167","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"allow","192.168.163.21","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"allow","192.168.8.230","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.110.25","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"deny","192.168.226.187","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.142.247","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"deny","192.168.120.129","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"deny","192.168.203.232","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.87.215","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"allow","192.168.104.161","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
