"Action","src1","src2","src3","src4","dst1","dst2","dst3","dst4","port","protocol"
"1","11000000","10101000","00000001","11001011","11000000","10101000","00000001","10011111","0000000000010101","00000110"
"0","11000000","10101000","00000001","01110010","10101100","10100000","00000010","01111011","0000000000010101","00000110"
"0","11000000","10101000","00000001","11100100","11001011","11011110","11001001","00010100","0000000000010110","00000110"
"1","11000000","10101000","00000001","00001100","11000000","10101000","00000001","11100000","0000000000010110","00000110"
"1","11001011","11011110","11001001","00001101","11001011","11011110","11001001","10011111","0000000000011001","00000110"
"0","11000000","10101000","00000001","00110011","11001011","11011110","11001001","10000001","0000000001010000","00000110"
"0","11001011","11011110","11001001","00111011","10101100","10100000","00000010","10111111","0000000000010110","00000110"
"0","11001011","11011110","11001001","11000110","10101100","10100000","00000010","00101001","0000000001010000","00000110"
"0","11001011","11011110","11001001","00110111","10101100","10100000","00000010","00001001","0000000001101110","00010001"
"1","11000000","10101000","00000001","01010011","11000000","10101000","00000001","01100000","0000000000010111","00000110"
"0","11000000","10101000","00000001","10111001","10101100","10100000","00000010","11110010","0000000000010111","00000110"
"0","10101100","10100000","00000010","00010110","11001011","11011110","11001001","11100101","0000000001010000","00000110"
"0","11000000","10101000","00000001","10001001","10101100","10100000","00000010","11111011","0000000001010000","00000110"
"0","11001011","11011110","11001001","10001000","10101100","10100000","00000010","01000110","0000000000010110","00000110"
"0","11001011","11011110","11001001","11110001","10101100","10100000","00000010","11111000","0000000000010111","00000110"
"0","11001011","11011110","11001001","11011000","11000000","10101000","00000001","01110101","0000000000110101","00010001"
"0","11001011","11011110","11001001","10101000","10101100","10100000","00000010","01011110","0000000001101110","00010001"
"1","11001011","11011110","11001001","10100101","11001011","11011110","11001001","10101001","0000000000011001","00000110"
"1","11000000","10101000","00000001","11101011","11000000","10101000","00000001","00111100","0000000001101110","00010001"
"1","11000000","10101000","00000001","10000111","11000000","10101000","00000001","01100011","0000000000110101","00010001"
"1","11001011","11011110","11001001","10101111","11001011","11011110","11001001","00010111","0000000000110101","00010001"
"1","10101100","10100000","00000010","10000100","10101100","10100000","00000010","01010000","0000000000011001","00000110"
"1","10101100","10100000","00000010","00000011","10101100","10100000","00000010","00110000","0000000000010111","00000110"
"0","11000000","10101000","00000001","10010100","10101100","10100000","00000010","10011011","0000000000010111","00000110"
"0","10101100","10100000","00000010","10110111","11001011","11011110","11001001","10110111","0000000000011001","00000110"
"0","10101100","10100000","00000010","01101000","11001011","11011110","11001001","00101001","0000000000010101","00000110"
"0","11000000","10101000","00000001","01110001","10101100","10100000","00000010","11101010","0000000000010111","00000110"
"0","11000000","10101000","00000001","10011010","10101100","10100000","00000010","10011010","0000000001101110","00010001"
"0","10101100","10100000","00000010","01100001","11001011","11011110","11001001","01000110","0000000000110101","00010001"
"0","11000000","10101000","00000001","11011001","11001011","11011110","11001001","11110111","0000000001101110","00010001"
"0","11001011","11011110","11001001","11111001","10101100","10100000","00000010","10001111","0000000000010111","00000110"
"0","10101100","10100000","00000010","11111011","11001011","11011110","11001001","11111011","0000000001101110","00010001"
"1","11001011","11011110","11001001","00111101","11001011","11011110","11001001","01110001","0000000001101110","00010001"
"1","11001011","11011110","11001001","10110111","11001011","11011110","11001001","01110000","0000000000011001","00000110"
"0","10101100","10100000","00000010","11100010","11000000","10101000","00000001","11110001","0000000000010101","00000110"
"1","11001011","11011110","11001001","01001000","11001011","11011110","11001001","00101011","0000000001101110","00010001"
"1","11000000","10101000","00000001","01111000","11000000","10101000","00000001","01010111","0000000000010110","00000110"
"1","10101100","10100000","00000010","11000111","10101100","10100000","00000010","10001101","0000000001101110","00010001"
"0","11001011","11011110","11001001","00100101","10101100","10100000","00000010","00001110","0000000001101110","00010001"
"0","11000000","10101000","00000001","01111001","11001011","11011110","11001001","11100000","0000000000010110","00000110"
"0","11001011","11011110","11001001","00101011","10101100","10100000","00000010","01010110","0000000000010101","00000110"
"0","10101100","10100000","00000010","00011100","11000000","10101000","00000001","10101011","0000000000011001","00000110"
"1","11000000","10101000","00000001","10101000","11000000","10101000","00000001","11011110","0000000000010101","00000110"
"0","10101100","10100000","00000010","10000111","11001011","11011110","11001001","10011101","0000000000010111","00000110"
