"Action","src1","src2","src3","src4","dst1","dst2","dst3","dst4","port","protocol"
"0","11001011","11011110","11001001","11101000","11000000","10101000","00000001","11101110","0000000000110101","00010001"
"0","10101100","10100000","00000010","10101011","11000000","10101000","00000001","00110110","0000000000010101","00000110"
"1","10101100","10100000","00000010","01111011","11000000","10101000","00000001","01000111","0000000000010111","00000110"
"0","11001011","11011110","11001001","10110011","11000000","10101000","00000001","11011010","0000000001101110","00010001"
"0","10101100","10100000","00000010","10101001","11000000","10101000","00000001","11000111","0000000000011001","00000110"
"0","11000000","10101000","00000001","00110110","11001011","11011110","11001001","00110101","0000000000110101","00010001"
"0","10101100","10100000","00000010","00111000","11000000","10101000","00000001","01011000","0000000000010110","00000110"
"1","10101100","10100000","00000010","01010111","11000000","10101000","00000001","11111101","0000000000010111","00000110"
"1","11001011","11011110","11001001","10010011","10101100","10100000","00000010","10011011","0000000000110101","00010001"
"1","11000000","10101000","00000001","00100110","11000000","10101000","00000001","01001010","0000000000110101","00010001"
"0","10101100","10100000","00000010","00101000","11001011","11011110","11001001","01110111","0000000001101110","00010001"
"0","10101100","10100000","00000010","00110000","11000000","10101000","00000001","00000100","0000000000010110","00000110"
"0","11000000","10101000","00000001","10101011","10101100","10100000","00000010","11000000","0000000000010111","00000110"
"1","11000000","10101000","00000001","11001101","11000000","10101000","00000001","11010001","0000000000010110","00000110"
"1","11001011","11011110","11001001","10100010","11001011","11011110","11001001","01111111","0000000001101110","00010001"
"1","11001011","11011110","11001001","00100100","11001011","11011110","11001001","10000101","0000000000010110","00000110"
"0","11000000","10101000","00000001","11001010","10101100","10100000","00000010","10010100","0000000000011001","00000110"
"0","11001011","11011110","11001001","11010011","11000000","10101000","00000001","01101101","0000000000010110","00000110"
"1","11000000","10101000","00000001","01111100","11000000","10101000","00000001","01000000","0000000000010110","00000110"
"1","11001011","11011110","11001001","10100101","11001011","11011110","11001001","01100111","0000000000010110","00000110"
"0","10101100","10100000","00000010","00111000","11000000","10101000","00000001","00100101","0000000000010101","00000110"
"1","10101100","10100000","00000010","00100001","10101100","10100000","00000010","00000101","0000000000011001","00000110"
"0","10101100","10100000","00000010","11110011","11001011","11011110","11001001","01000111","0000000000010101","00000110"
"0","11000000","10101000","00000001","01110100","11001011","11011110","11001001","00110010","0000000000010111","00000110"
"1","10101100","10100000","00000010","01110010","11000000","10101000","00000001","01100100","0000000000010111","00000110"
"0","10101100","10100000","00000010","11010011","11001011","11011110","11001001","00110010","0000000000110101","00010001"
"0","10101100","10100000","00000010","01101001","11001011","11011110","11001001","11110000","0000000000010110","00000110"
"1","10101100","10100000","00000010","10000110","10101100","10100000","00000010","01011011","0000000000010101","00000110"
"0","11001011","11011110","11001001","11101001","11000000","10101000","00000001","11001010","0000000000010111","00000110"
"0","10101100","10100000","00000010","01100110","11001011","11011110","11001001","10000101","0000000000010111","00000110"
"0","11000000","10101000","00000001","11101010","11001011","11011110","11001001","10101110","0000000000010111","00000110"
"0","11001011","11011110","11001001","11101100","10101100","10100000","00000010","00111001","0000000000011001","00000110"
"0","11000000","10101000","00000001","00010100","11001011","11011110","11001001","00010000","0000000001101110","00010001"
"0","11001011","11011110","11001001","10101110","11000000","10101000","00000001","00110011","0000000000010111","00000110"
"1","11000000","10101000","00000001","01110100","11000000","10101000","00000001","11110100","0000000000110101","00010001"
"0","11000000","10101000","00000001","01010000","11001011","11011110","11001001","00010001","0000000000010110","00000110"
"0","11001011","11011110","11001001","01011011","10101100","10100000","00000010","10110001","0000000001101110","00010001"
"0","10101100","10100000","00000010","11110010","11000000","10101000","00000001","11001100","0000000000011001","00000110"
"0","10101100","10100000","00000010","00101011","11001011","11011110","11001001","11110110","0000000000110101","00010001"
"1","11000000","10101000","00000001","00010011","11000000","10101000","00000001","01011011","0000000000010101","00000110"
"0","10101100","10100000","00000010","01111100","11000000","10101000","00000001","10100011","0000000000010101","00000110"
"0","11000000","10101000","00000001","00100111","11001011","11011110","11001001","11101000","0000000000010111","00000110"
"0","10101100","10100000","00000010","10101110","11000000","10101000","00000001","11100101","0000000000011001","00000110"
"1","11001011","11011110","11001001","01101000","11001011","11011110","11001001","11101110","0000000000010110","00000110"
"0","11000000","10101000","00000001","01011010","10101100","10100000","00000010","01010000","0000000001010000","00000110"
"0","11000000","10101000","00000001","10010111","10101100","10100000","00000010","00000001","0000000001010000","00000110"
"0","10101100","10100000","00000010","00101111","11000000","10101000","00000001","10110111","0000000000110101","00010001"
"0","10101100","10100000","00000010","01100101","11000000","10101000","00000001","00101100","0000000000010101","00000110"
"0","11001011","11011110","11001001","11000000","10101100","10100000","00000010","10011100","0000000000010101","00000110"
"0","10101100","10100000","00000010","11110011","11001011","11011110","11001001","00001000","0000000001010000","00000110"
"0","10101100","10100000","00000010","11111011","11000000","10101000","00000001","01001101","0000000001101110","00010001"
"0","11000000","10101000","00000001","01111100","10101100","10100000","00000010","00010100","0000000000110101","00010001"
"1","11000000","10101000","00000001","01001001","11000000","10101000","00000001","00110011","0000000000010111","00000110"
"0","11001011","11011110","11001001","01101100","10101100","10100000","00000010","10110110","0000000000010111","00000110"
"0","11000000","10101000","00000001","01000011","10101100","10100000","00000010","00110100","0000000000110101","00010001"
"0","11001011","11011110","11001001","11010010","10101100","10100000","00000010","01110110","0000000000010101","00000110"
"1","10101100","10100000","00000010","01111101","10101100","10100000","00000010","01000111","0000000000110101","00010001"
"0","11000000","10101000","00000001","11111000","10101100","10100000","00000010","10111100","0000000000011001","00000110"
"0","11001011","11011110","11001001","11111110","11000000","10101000","00000001","10011100","0000000000010111","00000110"
"0","11001011","11011110","11001001","11001010","11000000","10101000","00000001","11111110","0000000000010110","00000110"
"1","11001011","11011110","11001001","11101100","11001011","11011110","11001001","10011101","0000000000010110","00000110"
"0","11000000","10101000","00000001","01011010","11001011","11011110","11001001","10010110","0000000000110101","00010001"
"1","11000000","10101000","00000001","01100110","11000000","10101000","00000001","10101101","0000000001101110","00010001"
"1","10101100","10100000","00000010","11010111","10101100","10100000","00000010","10101010","0000000000010101","00000110"
"1","11000000","10101000","00000001","00111001","11001011","11011110","11001001","01010110","0000000000011001","00000110"
"1","11001011","11011110","11001001","10110010","11001011","11011110","11001001","00000100","0000000000110101","00010001"
"0","11001011","11011110","11001001","01100000","11000000","10101000","00000001","01100100","0000000000010101","00000110"
"0","11000000","10101000","00000001","10010101","10101100","10100000","00000010","01111000","0000000000010101","00000110"
"0","10101100","10100000","00000010","00100101","11000000","10101000","00000001","00111110","0000000000110101","00010001"
"1","10101100","10100000","00000010","00101010","10101100","10100000","00000010","10111111","0000000000010111","00000110"
"0","11000000","10101000","00000001","10010000","11001011","11011110","11001001","11000100","0000000001010000","00000110"
"1","11001011","11011110","11001001","01110100","11001011","11011110","11001001","01001010","0000000000010111","00000110"
"1","10101100","10100000","00000010","01100110","10101100","10100000","00000010","01101011","0000000000010111","00000110"
"0","10101100","10100000","00000010","01010000","11000000","10101000","00000001","11011000","0000000000011001","00000110"
"1","10101100","10100000","00000010","11000110","10101100","10100000","00000010","00001100","0000000000011001","00000110"
"1","11000000","10101000","00000001","01111010","11000000","10101000","00000001","10100001","0000000000010111","00000110"
"0","11000000","10101000","00000001","11010000","10101100","10100000","00000010","10110111","0000000000011001","00000110"
"0","11001011","11011110","11001001","11100010","10101100","10100000","00000010","11010000","0000000000010111","00000110"
"1","11001011","11011110","11001001","01110111","11001011","11011110","11001001","01100100","0000000000011001","00000110"
"0","11000000","10101000","00000001","10001101","11001011","11011110","11001001","11111001","0000000000010110","00000110"
"1","11000000","10101000","00000001","10110100","11000000","10101000","00000001","00101111","0000000000010110","00000110"
"1","11000000","10101000","00000001","01110011","11000000","10101000","00000001","11000010","0000000000110101","00010001"
"1","10101100","10100000","00000010","11110001","10101100","10100000","00000010","10101000","0000000001010000","00000110"
"0","11001011","11011110","11001001","00111111","11000000","10101000","00000001","10101110","0000000001101110","00010001"
"0","11001011","11011110","11001001","00100110","11000000","10101000","00000001","11001001","0000000000010110","00000110"
"1","10101100","10100000","00000010","01010001","10101100","10100000","00000010","00111101","0000000000010111","00000110"
"1","11000000","10101000","00000001","01101010","11000000","10101000","00000001","10110000","0000000000010101","00000110"
"0","10101100","10100000","00000010","00111101","11000000","10101000","00000001","01010110","0000000001010000","00000110"
"1","11000000","10101000","00000001","11011100","11001011","11011110","11001001","11100101","0000000000011001","00000110"
"0","11000000","10101000","00000001","01111111","10101100","10100000","00000010","00111100","0000000000010110","00000110"
"0","11000000","10101000","00000001","11111001","11001011","11011110","11001001","01110101","0000000001010000","00000110"
"1","10101100","10100000","00000010","00001100","10101100","10100000","00000010","00011001","0000000000110101","00010001"
"0","11000000","10101000","00000001","00001111","11001011","11011110","11001001","10001111","0000000001101110","00010001"
"0","11001011","11011110","11001001","00000111","11000000","10101000","00000001","01011000","0000000000010110","00000110"
"1","11000000","10101000","00000001","10010001","11000000","10101000","00000001","01111111","0000000000011001","00000110"
"1","11001011","11011110","11001001","11010011","11001011","11011110","11001001","01000000","0000000000010110","00000110"
"0","11000000","10101000","00000001","00111011","10101100","10100000","00000010","11111000","0000000000010101","00000110"
"1","11000000","10101000","00000001","10101110","11000000","10101000","00000001","01000010","0000000000010101","00000110"
"0","11000000","10101000","00000001","11111010","11001011","11011110","11001001","10111101","0000000001101110","00010001"
"0","11001011","11011110","11001001","11110100","11000000","10101000","00000001","01010011","0000000001101110","00010001"
"0","11001011","11011110","11001001","01001100","10101100","10100000","00000010","00010110","0000000000011001","00000110"
"0","11000000","10101000","00000001","11011010","10101100","10100000","00000010","01000011","0000000000010110","00000110"
"0","11000000","10101000","00000001","11001001","10101100","10100000","00000010","10010010","0000000000011001","00000110"
"1","11001011","11011110","11001001","11011000","10101100","10100000","00000010","10110110","0000000000110101","00010001"
"1","11001011","11011110","11001001","10111010","11001011","11011110","11001001","11011101","0000000001010000","00000110"
"1","11001011","11011110","11001001","10010011","10101100","10100000","00000010","11100110","0000000000110101","00010001"
"1","10101100","10100000","00000010","00100110","10101100","10100000","00000010","01110111","0000000000110101","00010001"
"0","10101100","10100000","00000010","00011100","11001011","11011110","11001001","10110011","0000000001101110","00010001"
"1","11001011","11011110","11001001","01101011","11001011","11011110","11001001","00110101","0000000000010110","00000110"
"0","11000000","10101000","00000001","11010001","11001011","11011110","11001001","10101000","0000000000010111","00000110"
"0","11001011","11011110","11001001","00010110","10101100","10100000","00000010","11100111","0000000000010101","00000110"
"0","11000000","10101000","00000001","11101001","11001011","11011110","11001001","11111010","0000000000010110","00000110"
"1","10101100","10100000","00000010","01100001","10101100","10100000","00000010","11011101","0000000001010000","00000110"
"0","11001011","11011110","11001001","01000101","10101100","10100000","00000010","10101001","0000000001101110","00010001"
"1","10101100","10100000","00000010","00001100","10101100","10100000","00000010","01100001","0000000000110101","00010001"
"0","11001011","11011110","11001001","11100000","10101100","10100000","00000010","11100001","0000000000010111","00000110"
"0","10101100","10100000","00000010","10001111","11000000","10101000","00000001","11110011","0000000001010000","00000110"
"0","11001011","11011110","11001001","01011100","11000000","10101000","00000001","01100100","0000000000010101","00000110"
"0","11001011","11011110","11001001","10000101","10101100","10100000","00000010","10111000","0000000000011001","00000110"
"1","11000000","10101000","00000001","01010101","11000000","10101000","00000001","10101001","0000000000010110","00000110"
"1","10101100","10100000","00000010","11111010","10101100","10100000","00000010","01101100","0000000000110101","00010001"
"1","11001011","11011110","11001001","11010001","11001011","11011110","11001001","01101010","0000000001010000","00000110"
"1","11000000","10101000","00000001","10111000","11000000","10101000","00000001","00110000","0000000000110101","00010001"
"0","11000000","10101000","00000001","01000011","10101100","10100000","00000010","10010100","0000000000110101","00010001"
"0","11001011","11011110","11001001","11110000","10101100","10100000","00000010","01100000","0000000000010110","00000110"
"1","11001011","11011110","11001001","10000001","11001011","11011110","11001001","11001011","0000000000010101","00000110"
"1","10101100","10100000","00000010","01010111","10101100","10100000","00000010","10101101","0000000000010101","00000110"
"1","10101100","10100000","00000010","10111110","10101100","10100000","00000010","00110111","0000000000010110","00000110"
"1","11001011","11011110","11001001","11000010","11001011","11011110","11001001","11000110","0000000000010101","00000110"
"0","11001011","11011110","11001001","11110011","10101100","10100000","00000010","01111011","0000000001101110","00010001"
"1","11000000","10101000","00000001","11110000","11000000","10101000","00000001","10000111","0000000001101110","00010001"
"0","10101100","10100000","00000010","11111010","11001011","11011110","11001001","10011110","0000000000010101","00000110"
"0","11001011","11011110","11001001","01100110","10101100","10100000","00000010","10001110","0000000000010110","00000110"
"1","10101100","10100000","00000010","10110111","10101100","10100000","00000010","01100010","0000000000011001","00000110"
"1","11000000","10101000","00000001","10001100","11000000","10101000","00000001","10101110","0000000000010111","00000110"
"1","10101100","10100000","00000010","01000000","10101100","10100000","00000010","10001110","0000000000010111","00000110"
"1","11000000","10101000","00000001","01001100","11000000","10101000","00000001","11010101","0000000000010101","00000110"
"1","10101100","10100000","00000010","01101000","10101100","10100000","00000010","00101101","0000000001101110","00010001"
"1","11000000","10101000","00000001","11001111","11001011","11011110","11001001","00000110","0000000000011001","00000110"
"0","11000000","10101000","00000001","00101110","10101100","10100000","00000010","10100100","0000000001101110","00010001"
"0","10101100","10100000","00000010","01000111","11000000","10101000","00000001","01001111","0000000001101110","00010001"
"0","11001011","11011110","11001001","01110101","11000000","10101000","00000001","10010110","0000000001010000","00000110"
"1","11001011","11011110","11001001","10110001","11001011","11011110","11001001","11111000","0000000000011001","00000110"
"0","11001011","11011110","11001001","01101101","10101100","10100000","00000010","11001111","0000000001010000","00000110"
"0","11000000","10101000","00000001","00001111","10101100","10100000","00000010","01001010","0000000000010110","00000110"
"1","10101100","10100000","00000010","10111111","10101100","10100000","00000010","00010101","0000000000010111","00000110"
"0","11000000","10101000","00000001","10000010","10101100","10100000","00000010","10101010","0000000001010000","00000110"
"1","11000000","10101000","00000001","00110000","11000000","10101000","00000001","10001101","0000000001101110","00010001"
"0","11001011","11011110","11001001","00111111","10101100","10100000","00000010","00111110","0000000000011001","00000110"
"0","10101100","10100000","00000010","01110001","11001011","11011110","11001001","00011010","0000000000011001","00000110"
"0","10101100","10100000","00000010","11110001","11001011","11011110","11001001","10101001","0000000000010111","00000110"
"1","11000000","10101000","00000001","10010111","11001011","11011110","11001001","00110101","0000000000011001","00000110"
"0","11000000","10101000","00000001","10001000","11001011","11011110","11001001","01111110","0000000000010111","00000110"
"1","10101100","10100000","00000010","00010010","11000000","10101000","00000001","01100110","0000000000010111","00000110"
"0","11001011","11011110","11001001","00010100","11000000","10101000","00000001","11011111","0000000000010101","00000110"
"0","11001011","11011110","11001001","01100111","10101100","10100000","00000010","10111011","0000000000011001","00000110"
"0","11000000","10101000","00000001","10111010","11001011","11011110","11001001","10111111","0000000000010111","00000110"
"0","11001011","11011110","11001001","10110100","10101100","10100000","00000010","00010001","0000000000010101","00000110"
"1","11001011","11011110","11001001","10100000","11001011","11011110","11001001","01100100","0000000000010101","00000110"
"0","10101100","10100000","00000010","10110110","11001011","11011110","11001001","00100011","0000000000010101","00000110"
"0","11000000","10101000","00000001","00100110","11001011","11011110","11001001","10111111","0000000000010111","00000110"
"0","11000000","10101000","00000001","10100100","11001011","11011110","11001001","11111010","0000000000010110","00000110"
"1","11001011","11011110","11001001","01101101","11001011","11011110","11001001","10101110","0000000001010000","00000110"
"0","10101100","10100000","00000010","01001111","11001011","11011110","11001001","01010010","0000000000011001","00000110"
"1","11000000","10101000","00000001","10111100","11000000","10101000","00000001","10111101","0000000000010101","00000110"
"0","11001011","11011110","11001001","01001101","10101100","10100000","00000010","00111110","0000000001101110","00010001"
"0","11001011","11011110","11001001","01000101","11000000","10101000","00000001","11010110","0000000000110101","00010001"
"0","11001011","11011110","11001001","00000100","10101100","10100000","00000010","01111101","0000000001010000","00000110"
"1","11001011","11011110","11001001","00010111","11001011","11011110","11001001","10001001","0000000001010000","00000110"
"1","11001011","11011110","11001001","11000111","10101100","10100000","00000010","01111001","0000000000110101","00010001"
"1","11000000","10101000","00000001","01101111","11001011","11011110","11001001","01100101","0000000000010101","00000110"
"0","11000000","10101000","00000001","00000110","10101100","10100000","00000010","01011100","0000000000010110","00000110"
"0","11001011","11011110","11001001","11110110","10101100","10100000","00000010","00100010","0000000000010110","00000110"
"0","11000000","10101000","00000001","00011110","11001011","11011110","11001001","01111111","0000000001010000","00000110"
"1","10101100","10100000","00000010","01100000","10101100","10100000","00000010","01101011","0000000000010101","00000110"
"0","11000000","10101000","00000001","01110011","11001011","11011110","11001001","01100111","0000000000110101","00010001"
"1","11001011","11011110","11001001","11011000","11001011","11011110","11001001","11100010","0000000000011001","00000110"
"1","11001011","11011110","11001001","00010010","11001011","11011110","11001001","10001101","0000000001101110","00010001"
"1","11000000","10101000","00000001","11000101","11000000","10101000","00000001","10000011","0000000000010101","00000110"
"1","11001011","11011110","11001001","00111011","11001011","11011110","11001001","01111001","0000000000010101","00000110"
"0","10101100","10100000","00000010","01011100","11001011","11011110","11001001","10110010","0000000000011001","00000110"
"0","11000000","10101000","00000001","00111100","10101100","10100000","00000010","00001110","0000000000110101","00010001"
"1","11000000","10101000","00000001","11111000","11001011","11011110","11001001","00101001","0000000000010101","00000110"
"1","11001011","11011110","11001001","01100001","11001011","11011110","11001001","00100001","0000000000011001","00000110"
"1","10101100","10100000","00000010","10000100","10101100","10100000","00000010","01000011","0000000000011001","00000110"
"1","10101100","10100000","00000010","10010101","10101100","10100000","00000010","11000011","0000000000010101","00000110"
"0","10101100","10100000","00000010","11001000","11000000","10101000","00000001","10011111","0000000001010000","00000110"
"1","11000000","10101000","00000001","11000001","11000000","10101000","00000001","10111010","0000000001101110","00010001"
"0","10101100","10100000","00000010","01101000","11000000","10101000","00000001","01101110","0000000001010000","00000110"
"0","10101100","10100000","00000010","11110111","11000000","10101000","00000001","00001110","0000000000011001","00000110"
"0","11000000","10101000","00000001","10000101","11001011","11011110","11001001","11010011","0000000000010110","00000110"
"1","11000000","10101000","00000001","10110110","11001011","11011110","11001001","11110000","0000000000011001","00000110"
"1","10101100","10100000","00000010","01100011","10101100","10100000","00000010","01100000","0000000001010000","00000110"
"0","11001011","11011110","11001001","00001000","11000000","10101000","00000001","10010100","0000000001010000","00000110"
"1","11000000","10101000","00000001","11100100","11000000","10101000","00000001","00101001","0000000000110101","00010001"
"1","10101100","10100000","00000010","10111011","11000000","10101000","00000001","00010111","0000000000010111","00000110"
"1","11001011","11011110","11001001","01110110","11001011","11011110","11001001","00101010","0000000000010111","00000110"
"0","11000000","10101000","00000001","01110010","10101100","10100000","00000010","01011011","0000000001010000","00000110"
"0","10101100","10100000","00000010","00100110","11001011","11011110","11001001","01000100","0000000000010101","00000110"
"1","11000000","10101000","00000001","11110011","11000000","10101000","00000001","00010101","0000000001010000","00000110"
"0","11000000","10101000","00000001","00111100","10101100","10100000","00000010","10011011","0000000001101110","00010001"
"0","11000000","10101000","00000001","10100010","11001011","11011110","11001001","00111100","0000000001101110","00010001"
"0","11001011","11011110","11001001","10101010","10101100","10100000","00000010","11101110","0000000000011001","00000110"
"1","10101100","10100000","00000010","11111110","10101100","10100000","00000010","00101111","0000000001101110","00010001"
"0","11001011","11011110","11001001","11011010","11000000","10101000","00000001","01100101","0000000000011001","00000110"
"0","10101100","10100000","00000010","01000100","11001011","11011110","11001001","01011010","0000000001010000","00000110"
"1","11001011","11011110","11001001","01100111","11001011","11011110","11001001","00100011","0000000000010110","00000110"
"0","11000000","10101000","00000001","10010010","10101100","10100000","00000010","00101110","0000000001010000","00000110"
"0","11001011","11011110","11001001","10010000","11000000","10101000","00000001","10101100","0000000000011001","00000110"
"1","10101100","10100000","00000010","01100011","10101100","10100000","00000010","11001001","0000000000011001","00000110"
"0","10101100","10100000","00000010","11011110","11000000","10101000","00000001","01000111","0000000001101110","00010001"
"0","11000000","10101000","00000001","11111100","10101100","10100000","00000010","01100101","0000000001010000","00000110"
"0","10101100","10100000","00000010","10100000","11000000","10101000","00000001","00100100","0000000000010101","00000110"
"0","11001011","11011110","11001001","10010100","11000000","10101000","00000001","10100110","0000000000110101","00010001"
"1","10101100","10100000","00000010","01010001","10101100","10100000","00000010","01010101","0000000000010101","00000110"
"0","11001011","11011110","11001001","11010011","11000000","10101000","00000001","00111110","0000000000010110","00000110"
"0","10101100","10100000","00000010","01010001","11001011","11011110","11001001","11010011","0000000000110101","00010001"
