"Action","Source address","Source Mask","Destination address","Destination Mask","Port","Protocol"
"allow","192.168.1.221","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.1.219","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.213.226","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.186.73","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.55.88","255.255.255.0","192.168.20.1","255.255.255.0","21","17"
"allow","192.168.1.114","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.1.10","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.253.22","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"deny","192.168.252.228","255.255.255.0","192.168.20.1","255.255.255.0","80","17"
"allow","192.168.1.45","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.1.74","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.36.152","255.255.255.0","192.168.20.1","255.255.255.0","21","17"
"allow","192.168.1.99","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.1.98","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.1.229","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.1.73","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.171.10","255.255.255.0","192.168.20.1","255.255.255.0","80","17"
"allow","192.168.1.66","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.1.148","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.219.161","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.1.55","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.123.10","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"allow","192.168.1.103","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.1.164","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.26.165","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.1.78","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.246.180","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.163.186","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.205.165","255.255.255.0","192.168.20.1","255.255.255.0","80","17"
"deny","192.168.110.255","255.255.255.0","192.168.20.1","255.255.255.0","21","17"
"allow","192.168.1.189","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.1.211","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.106.102","255.255.255.0","192.168.20.1","255.255.255.0","21","17"
"allow","192.168.1.235","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.224.182","255.255.255.0","192.168.20.1","255.255.255.0","21","17"
"allow","192.168.1.148","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.154.89","255.255.255.0","192.168.20.1","255.255.255.0","21","17"
"deny","192.168.106.9","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"deny","192.168.224.172","255.255.255.0","192.168.20.1","255.255.255.0","80","17"
"deny","192.168.52.153","255.255.255.0","192.168.20.1","255.255.255.0","21","17"
"deny","192.168.234.246","255.255.255.0","192.168.20.1","255.255.255.0","21","17"
"deny","192.168.147.119","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.1.242","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.1.166","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.29.246","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.145.170","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.1.62","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.218.138","255.255.255.0","192.168.20.1","255.255.255.0","80","17"
"allow","192.168.1.120","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.1.65","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.1.240","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.1.136","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.26.70","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.4.54","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.133.132","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.1.173","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.1.214","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.1.102","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.1.21","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.1.219","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.1.227","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.228.184","255.255.255.0","192.168.20.1","255.255.255.0","80","17"
"allow","192.168.1.17","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.1.74","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.1.65","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.1.44","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.157.79","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.91.129","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"deny","192.168.150.121","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"allow","192.168.1.134","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.1.92","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.118.82","255.255.255.0","192.168.20.1","255.255.255.0","80","17"
"allow","192.168.1.128","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.192.135","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.1.114","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.160.20","255.255.255.0","192.168.20.1","255.255.255.0","80","17"
"deny","192.168.186.196","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.168.97","255.255.255.0","192.168.20.1","255.255.255.0","80","17"
"deny","192.168.78.214","255.255.255.0","192.168.20.1","255.255.255.0","80","17"
"deny","192.168.244.191","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"allow","192.168.1.46","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.1.85","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.1.8","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.1.168","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.213.197","255.255.255.0","192.168.20.1","255.255.255.0","21","17"
"allow","192.168.1.187","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.25.200","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"deny","192.168.124.78","255.255.255.0","192.168.20.1","255.255.255.0","80","17"
"deny","192.168.199.213","255.255.255.0","192.168.20.1","255.255.255.0","80","17"
"allow","192.168.1.216","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.1.118","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.1.148","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.6.158","255.255.255.0","192.168.20.1","255.255.255.0","21","17"
"allow","192.168.1.224","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.201.52","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.129.149","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.1.251","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.1.70","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.1.218","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.1.10","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.1.171","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.122.46","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.9.90","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"allow","192.168.1.249","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.231.190","255.255.255.0","192.168.20.1","255.255.255.0","21","17"
"deny","192.168.182.250","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"allow","192.168.1.71","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.165.48","255.255.255.0","192.168.20.1","255.255.255.0","80","17"
"deny","192.168.243.5","255.255.255.0","192.168.20.1","255.255.255.0","21","17"
"deny","192.168.222.225","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"deny","192.168.209.10","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.224.235","255.255.255.0","192.168.20.1","255.255.255.0","80","17"
"deny","192.168.102.128","255.255.255.0","192.168.20.1","255.255.255.0","21","17"
"allow","192.168.1.20","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.1.97","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.1.26","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.187.6","255.255.255.0","192.168.20.1","255.255.255.0","21","17"
"deny","192.168.207.94","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"deny","192.168.191.36","255.255.255.0","192.168.20.1","255.255.255.0","21","17"
"allow","192.168.1.113","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.97.88","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"allow","192.168.1.97","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.129.230","255.255.255.0","192.168.20.1","255.255.255.0","21","17"
"deny","192.168.210.212","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.191.44","255.255.255.0","192.168.20.1","255.255.255.0","80","17"
"allow","192.168.1.163","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.1.82","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.1.74","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.1.123","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.116.48","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"deny","192.168.30.133","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.1.17","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.214.103","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.1.236","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.251.232","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"deny","192.168.166.189","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.89.10","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"deny","192.168.65.29","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"deny","192.168.22.183","255.255.255.0","192.168.20.1","255.255.255.0","21","17"
"deny","192.168.120.75","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"allow","192.168.1.146","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.192.212","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"allow","192.168.1.55","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.73.241","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.1.69","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.1.187","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.1.43","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.1.178","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.1.156","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.134.233","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.14.100","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.1.13","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.159.115","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.99.222","255.255.255.0","192.168.20.1","255.255.255.0","80","17"
"allow","192.168.1.2","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.1.104","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.1.95","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.1.208","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.56.135","255.255.255.0","192.168.20.1","255.255.255.0","80","17"
"deny","192.168.124.162","255.255.255.0","192.168.20.1","255.255.255.0","80","17"
"allow","192.168.1.112","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.50.175","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"allow","192.168.1.105","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.1.209","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.54.248","255.255.255.0","192.168.20.1","255.255.255.0","21","17"
"deny","192.168.34.91","255.255.255.0","192.168.20.1","255.255.255.0","21","17"
"allow","192.168.1.101","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.221.123","255.255.255.0","192.168.20.1","255.255.255.0","80","17"
"deny","192.168.134.78","255.255.255.0","192.168.20.1","255.255.255.0","80","17"
"allow","192.168.1.137","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.26.231","255.255.255.0","192.168.20.1","255.255.255.0","80","17"
"allow","192.168.1.113","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.242.243","255.255.255.0","192.168.20.1","255.255.255.0","80","17"
"allow","192.168.1.38","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.202.72","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"deny","192.168.9.230","255.255.255.0","192.168.20.1","255.255.255.0","21","17"
"allow","192.168.1.160","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.94.120","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"allow","192.168.1.170","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.1.169","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.1.187","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.1.185","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.180.236","255.255.255.0","192.168.20.1","255.255.255.0","21","17"
"allow","192.168.1.144","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.1.145","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.43.85","255.255.255.0","192.168.20.1","255.255.255.0","21","17"
"allow","192.168.1.87","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.1.23","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.1.34","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.56.160","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.1.237","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.201.174","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"allow","192.168.1.34","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.47.44","255.255.255.0","192.168.20.1","255.255.255.0","80","17"
"deny","192.168.124.63","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"allow","192.168.1.123","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.1.53","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.1.178","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.1.94","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.250.135","255.255.255.0","192.168.20.1","255.255.255.0","21","17"
"deny","192.168.219.209","255.255.255.0","192.168.20.1","255.255.255.0","21","17"
"allow","192.168.1.105","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.1.101","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.31.112","255.255.255.0","192.168.20.1","255.255.255.0","21","17"
"deny","192.168.164.8","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.98.150","255.255.255.0","192.168.20.1","255.255.255.0","21","17"
"allow","192.168.1.223","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.1.105","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.125.66","255.255.255.0","192.168.20.1","255.255.255.0","80","17"
"allow","192.168.1.80","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.17.48","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"deny","192.168.176.96","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.1.109","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.76.191","255.255.255.0","192.168.20.1","255.255.255.0","21","17"
"deny","192.168.51.45","255.255.255.0","192.168.20.1","255.255.255.0","21","17"
"deny","192.168.88.149","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.1.139","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.1.210","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.1.252","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.116.111","255.255.255.0","192.168.20.1","255.255.255.0","21","17"
"deny","192.168.153.51","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.253.126","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"allow","192.168.1.21","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.230.154","255.255.255.0","192.168.20.1","255.255.255.0","21","17"
"deny","192.168.3.108","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.85.30","255.255.255.0","192.168.20.1","255.255.255.0","21","17"
"allow","192.168.1.210","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.38.2","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.1.213","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.121.180","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.1.103","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.136.72","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"deny","192.168.11.217","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.75.150","255.255.255.0","192.168.20.1","255.255.255.0","21","17"
"deny","192.168.113.204","255.255.255.0","192.168.20.1","255.255.255.0","80","17"
"allow","192.168.1.228","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.254.116","255.255.255.0","192.168.20.1","255.255.255.0","80","17"
"deny","192.168.178.173","255.255.255.0","192.168.20.1","255.255.255.0","80","17"
"allow","192.168.1.33","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.204.230","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.77.79","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"allow","192.168.1.185","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.34.37","255.255.255.0","192.168.20.1","255.255.255.0","21","17"
"allow","192.168.1.16","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.187.99","255.255.255.0","192.168.20.1","255.255.255.0","21","17"
"allow","192.168.1.200","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.1.220","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.1.213","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.1.99","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.1.226","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.90.185","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"allow","192.168.1.29","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.248.230","255.255.255.0","192.168.20.1","255.255.255.0","21","17"
"deny","192.168.38.130","255.255.255.0","192.168.20.1","255.255.255.0","80","6"
"allow","192.168.1.231","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.1.146","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.1.214","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.1.95","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.1.90","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.1.218","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.1.120","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.1.242","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.1.174","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.94.36","255.255.255.0","192.168.20.1","255.255.255.0","80","17"
"allow","192.168.1.253","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.167.3","255.255.255.0","192.168.20.1","255.255.255.0","21","17"
"deny","192.168.21.9","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.87.105","255.255.255.0","192.168.20.1","255.255.255.0","21","17"
"allow","192.168.1.12","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.1.37","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.254.66","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.11.86","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"allow","192.168.1.22","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
"deny","192.168.237.120","255.255.255.0","192.168.20.1","255.255.255.0","21","17"
"deny","192.168.6.254","255.255.255.0","192.168.20.1","255.255.255.0","21","6"
