"Action","Source address","Source Mask","Destination address","Destination Mask","Port","Protocol"
"deny","192.168.212.78","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"allow","192.168.170.105","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.191.142","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"deny","192.168.165.75","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"deny","192.168.138.55","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"allow","192.168.136.140","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"allow","192.168.85.174","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.65.142","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"deny","192.168.209.141","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"allow","192.168.208.220","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"allow","192.168.100.213","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.95.45","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"allow","192.168.96.116","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"allow","192.168.247.182","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"allow","192.168.111.16","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"allow","192.168.252.75","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.95.212","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.186.87","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"allow","192.168.140.151","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.99.65","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"allow","192.168.236.169","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.122.31","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"deny","192.168.100.8","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"allow","192.168.206.168","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"allow","192.168.55.95","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"allow","192.168.54.43","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.223.219","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"allow","192.168.233.152","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"allow","192.168.141.86","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"allow","192.168.22.81","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.194.120","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"allow","192.168.223.111","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.211.215","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"allow","192.168.233.214","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"allow","192.168.90.131","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"allow","192.168.49.92","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.67.118","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"allow","192.168.40.60","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.212.229","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"allow","192.168.255.99","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"allow","192.168.40.112","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"allow","192.168.150.195","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.151.204","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.255.250","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"deny","192.168.100.248","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"deny","192.168.235.125","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.21.51","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"deny","192.168.208.15","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"deny","192.168.90.185","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"allow","192.168.72.10","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.160.80","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.166.94","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"allow","192.168.50.90","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.235.51","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"deny","192.168.115.17","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"allow","192.168.107.49","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.25.156","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"deny","192.168.148.165","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"allow","192.168.127.142","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"allow","192.168.204.159","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.149.44","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.165.131","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.224.243","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.75.254","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"allow","192.168.174.236","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.141.75","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.136.189","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"deny","192.168.239.218","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.60.4","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"allow","192.168.178.188","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.174.193","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"deny","192.168.74.161","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"allow","192.168.174.89","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.68.63","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"allow","192.168.74.217","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.45.7","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"allow","192.168.17.82","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"allow","192.168.234.205","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.33.176","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"deny","192.168.241.216","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.61.104","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"deny","192.168.1.114","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"allow","192.168.140.209","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.1.173","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"deny","192.168.10.221","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"allow","192.168.253.76","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.132.34","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.191.192","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.100.201","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"deny","192.168.29.11","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"allow","192.168.218.59","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"allow","192.168.231.117","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.196.197","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"allow","192.168.44.43","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"allow","192.168.115.175","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.139.246","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"deny","192.168.132.255","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"deny","192.168.34.51","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"allow","192.168.225.54","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.197.54","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"deny","192.168.61.172","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.202.124","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"allow","192.168.192.231","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.225.207","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"deny","192.168.143.169","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"deny","192.168.39.173","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"deny","192.168.15.250","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"allow","192.168.127.184","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.50.101","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.71.203","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"allow","192.168.91.208","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"allow","192.168.249.194","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"allow","192.168.197.198","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.218.177","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.197.249","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"allow","192.168.244.72","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"allow","192.168.205.99","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"allow","192.168.177.85","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"allow","192.168.110.8","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.85.155","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.89.10","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"allow","192.168.164.238","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"allow","192.168.121.39","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"allow","192.168.71.73","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"allow","192.168.214.125","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.125.235","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"allow","192.168.81.214","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.46.111","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.87.95","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"allow","192.168.196.246","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"allow","192.168.12.125","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.22.44","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"allow","192.168.227.33","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"allow","192.168.189.216","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.203.103","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"deny","192.168.195.124","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"deny","192.168.199.17","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.204.153","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.68.50","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"allow","192.168.248.193","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"allow","192.168.246.204","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.41.228","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"allow","192.168.19.156","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.9.107","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"deny","192.168.185.58","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"allow","192.168.229.6","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"allow","192.168.240.108","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"allow","192.168.137.223","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"allow","192.168.142.70","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"allow","192.168.27.205","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.130.208","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"allow","192.168.11.149","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"allow","192.168.154.214","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.20.173","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"deny","192.168.151.196","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"deny","192.168.218.187","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.168.5","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"deny","192.168.250.241","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"deny","192.168.93.230","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"deny","192.168.151.151","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.173.214","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"deny","192.168.25.117","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.74.81","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"allow","192.168.155.127","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"allow","192.168.103.68","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.84.71","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"deny","192.168.212.172","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"deny","192.168.147.135","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"allow","192.168.81.24","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.133.19","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"allow","192.168.69.122","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.74.59","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"deny","192.168.120.253","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"deny","192.168.208.124","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"allow","192.168.24.208","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"allow","192.168.197.67","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"allow","192.168.140.35","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"allow","192.168.12.205","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"allow","192.168.13.227","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"allow","192.168.175.218","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"allow","192.168.216.208","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.178.202","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"allow","192.168.147.236","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.235.234","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"allow","192.168.179.124","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.176.188","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"allow","192.168.38.171","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.7.153","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"deny","192.168.43.132","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"allow","192.168.105.130","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.236.226","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"allow","192.168.42.159","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.60.110","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"deny","192.168.69.32","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"allow","192.168.173.174","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"allow","192.168.212.127","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.86.212","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"deny","192.168.202.26","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"allow","192.168.189.129","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"allow","192.168.33.162","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"allow","192.168.233.9","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.106.161","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"allow","192.168.81.57","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"allow","192.168.125.42","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.64.183","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"deny","192.168.95.165","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"deny","192.168.62.18","255.255.0.0","161.246.34.11","255.255.255.0","22","17"
"allow","192.168.230.30","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.218.166","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"allow","192.168.124.103","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"deny","192.168.211.14","255.255.0.0","161.246.34.11","255.255.255.0","80","17"
"deny","192.168.214.167","255.255.0.0","161.246.34.11","255.255.255.0","80","6"
"allow","192.168.24.146","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"allow","192.168.255.49","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
"allow","192.168.140.115","255.255.0.0","161.246.34.11","255.255.255.0","22","6"
